	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
CST71	0	0.338983628081474	0.279	0.063	0	T cells	CST7
ICAM3	0	0.337321328021049	0.282	0.043	0	T cells	ICAM3
LPXN1	0	0.335200159756326	0.288	0.057	0	T cells	LPXN
FMNL11	0	0.329979459579185	0.28	0.058	0	T cells	FMNL1
APBB1IP	0	0.326570905758023	0.252	0.016	0	T cells	APBB1IP
GPR1831	0	0.256647069061246	0.503	0.149	0	T cells	GPR183
FYN	3.03628688629688e-301	0.41733624449702	0.353	0.117	7.77957426006987e-297	T cells	FYN
EML4	1.26919496238304e-300	0.489462637636134	0.418	0.165	3.25193133261781e-296	T cells	EML4
GPSM31	7.52418538420819e-292	0.283563449506758	0.27	0.071	1.92784677914182e-287	T cells	GPSM3
DUSP41	2.91298791243171e-289	0.547512862802743	0.368	0.127	7.46365762923252e-285	T cells	DUSP4
CEMIP21	1.09657863581682e-261	0.4259602910185	0.334	0.114	2.80965378068987e-257	T cells	CEMIP2
CALM1	7.11929280695926e-260	0.462897880118589	0.991	0.946	1.8241052029991e-255	T cells	CALM1
CRIP12	1.41163511306377e-258	0.62651473275539	0.747	0.503	3.616891486692e-254	T cells	CRIP1
NIBAN11	7.89012385748922e-257	0.373457536964895	0.301	0.096	2.02160753476589e-252	T cells	NIBAN1
SH3BGRL31	2.8463001212105e-252	0.494742308895668	0.934	0.826	7.29279017056553e-248	T cells	SH3BGRL3
HSPA83	3.2042303398604e-252	0.513001534041964	0.967	0.83	8.20987897679031e-248	T cells	HSPA8
PPP2R5C	1.7675310292581e-246	0.470880355937781	0.38	0.157	4.52876800316511e-242	T cells	PPP2R5C
WIPF11	1.92513727860407e-244	0.361598686509142	0.323	0.111	4.93258673523934e-240	T cells	WIPF1
CHD21	3.34677108237666e-243	0.555339875083625	0.541	0.295	8.57509686726547e-239	T cells	CHD2
HLA-A	3.4525384750358e-243	0.5189212316584	0.998	0.981	8.84609408073672e-239	T cells	HLA-A
FAU	8.66450941742281e-242	0.318325336705049	1	0.999	2.22002060293207e-237	T cells	FAU
G3BP21	3.428196125002e-238	0.542622841781292	0.468	0.231	8.78372411148012e-234	T cells	G3BP2
JUND2	6.81326161839116e-237	0.486931823758774	0.979	0.906	1.74569389186418e-232	T cells	JUND
ANKRD12	7.54231708188037e-230	0.760417629463113	0.627	0.472	1.93249248271939e-225	T cells	ANKRD12
TNFRSF1B1	5.99832929209176e-224	0.284066295204217	0.328	0.112	1.53689193121975e-219	T cells	TNFRSF1B
RPL34	3.75706938572622e-219	0.315583612061166	1	1	9.62636318010773e-215	T cells	RPL34
RNF19A	3.43377459490631e-218	0.434598226713329	0.381	0.163	8.79801726706895e-214	T cells	RNF19A
PDE4B1	6.02972837838361e-214	0.344786072046079	0.368	0.142	1.54493700510945e-209	T cells	PDE4B
RPL10	5.85208218367228e-210	0.293258882767113	1	1	1.49942049710051e-205	T cells	RPL10
EIF12	9.93209724958668e-210	0.32879893026257	1	0.999	2.5448019572891e-205	T cells	EIF1
RPS27A	1.16601305819407e-206	0.309138303147135	1	1	2.98755865770485e-202	T cells	RPS27A
ZNF3311	1.50232216015391e-198	0.412325653229846	0.358	0.148	3.84924983874635e-194	T cells	ZNF331
RPSA1	9.51846277211244e-198	0.368211419036694	1	0.987	2.43882053147065e-193	T cells	RPSA
TGFB1	3.71387193839534e-196	0.390892986756426	0.361	0.156	9.51568268055654e-192	T cells	TGFB1
REL1	6.1656896374068e-194	0.549079639630503	0.578	0.359	1.57977299889637e-189	T cells	REL
HLA-B1	7.07262901820381e-192	0.33060722149273	1	0.994	1.81214900704418e-187	T cells	HLA-B
OAZ11	2.47197599731846e-188	0.380661556414337	0.99	0.956	6.33369690032937e-184	T cells	OAZ1
SEPTIN61	4.47883733668124e-186	0.295774334579313	0.269	0.096	1.14756770240447e-181	T cells	SEPTIN6
PPP1R2	4.71026311481678e-184	0.47005836949264	0.417	0.212	1.20686361527836e-179	T cells	PPP1R2
RPL30	5.55456576912777e-181	0.267123807762159	1	1	1.42319084136592e-176	T cells	RPL30
FGFR1OP2	1.43038377246581e-179	0.410149866861718	0.384	0.187	3.66492930181189e-175	T cells	FGFR1OP2
TSPYL2	1.60832580837459e-177	0.342851030021676	0.29	0.112	4.12085238621736e-173	T cells	TSPYL2
COTL11	2.05994354708898e-176	0.385375399360892	0.402	0.183	5.27798735635137e-172	T cells	COTL1
RPS25	4.74947854295151e-174	0.28630455352748	1	0.999	1.21691139227504e-169	T cells	RPS25
SMCHD1	1.56189096324178e-170	0.381916776113764	0.343	0.155	4.00187702601809e-166	T cells	SMCHD1
SRSF7	2.90272653245514e-169	0.532019627798936	0.685	0.605	7.43736592145656e-165	T cells	SRSF7
TTC39C	9.76791863197968e-168	0.359317547539702	0.328	0.148	2.50273611188583e-163	T cells	TTC39C
CYBA1	1.02762462588997e-167	0.4166615555124	0.498	0.278	2.63297981645528e-163	T cells	CYBA
GPBP11	1.76315297215593e-167	0.433449752105513	0.568	0.362	4.51755054525792e-163	T cells	GPBP1
RPS26	4.15656437874806e-165	0.420756608651433	0.99	0.944	1.06499492512283e-160	T cells	RPS26
CLDND1	3.76825526105942e-164	0.393610978685778	0.355	0.17	9.65502362988644e-160	T cells	CLDND1
RPL39	4.79302776642476e-156	0.256841601397781	1	1	1.22806957431335e-151	T cells	RPL39
RPL21	1.34087348770381e-152	0.256910004129073	1	1	3.4355860501947e-148	T cells	RPL21
ZC3HAV11	2.98668876016184e-152	0.400882490401868	0.413	0.216	7.65249394128665e-148	T cells	ZC3HAV1
RNF213	2.47538199704282e-144	0.419627018349581	0.367	0.193	6.3424237528231e-140	T cells	RNF213
TMSB102	7.33165551706478e-144	0.358631057748946	0.999	0.984	1.87851677658234e-139	T cells	TMSB10
HSP90AB13	7.65988252640406e-144	0.390827043255106	0.999	0.989	1.96261510091525e-139	T cells	HSP90AB1
RPL36AL	2.69800408644653e-143	0.331334079679388	0.96	0.919	6.9128260702933e-139	T cells	RPL36AL
RPS211	5.59107673584029e-142	0.273698445601195	1	0.997	1.432545681257e-137	T cells	RPS21
CARD161	9.86725225522135e-142	0.39314647025506	0.266	0.111	2.52818737283281e-137	T cells	CARD16
HLA-C1	9.24910055162782e-140	0.35948416288229	0.988	0.948	2.36980454333808e-135	T cells	HLA-C
ATP5F1E1	1.03169577200152e-138	0.310520400106814	0.991	0.963	2.6434109070223e-134	T cells	ATP5F1E
HSP90AA12	1.76166969267426e-138	0.39540026867789	0.999	0.985	4.51375008657e-134	T cells	HSP90AA1
SPTY2D1	1.62955034749669e-133	0.347141593327362	0.317	0.152	4.17523390035601e-129	T cells	SPTY2D1
CCDC107	2.08684850121547e-128	0.29744491904113	0.305	0.145	5.34692322981427e-124	T cells	CCDC107
NSD3	1.6097661221653e-122	0.404138715416463	0.408	0.248	4.12454275821192e-118	T cells	NSD3
MBP1	4.2156462401604e-117	0.361284814528053	0.334	0.178	1.0801328796539e-112	T cells	MBP
ARL6IP52	7.1723550745332e-115	0.410812471104408	0.588	0.471	1.8377008171969e-110	T cells	ARL6IP5
ISG152	2.44980098720671e-112	0.365300190854129	0.457	0.275	6.27688008942102e-108	T cells	ISG15
RPL38	7.36239374835275e-112	0.270185173823237	0.997	0.99	1.88639252620294e-107	T cells	RPL38
SLC5A31	1.83469996222489e-111	0.299424709644774	0.316	0.156	4.7008682432126e-107	T cells	SLC5A3
EEF1D	7.91097745975803e-111	0.267466824465713	0.991	0.972	2.0269506447392e-106	T cells	EEF1D
SELENOK1	1.11696804016228e-110	0.406951780782059	0.613	0.51	2.86189551250381e-106	T cells	SELENOK
ELF11	4.20030675862205e-109	0.378201774658919	0.468	0.314	1.07620259769414e-104	T cells	ELF1
SLC38A1	1.00306512339628e-106	0.280969753660618	0.284	0.141	2.57005345916594e-102	T cells	SLC38A1
TERF2IP	5.18161551431848e-106	0.352724373076983	0.425	0.28	1.32763352707868e-101	T cells	TERF2IP
GABARAPL1	5.69584262846966e-105	0.318627092749171	0.306	0.16	1.4593887982665e-100	T cells	GABARAPL1
HSPD11	7.59601808984018e-103	0.307453551947135	0.825	0.728	1.94625175497885e-98	T cells	HSPD1
ELOVL5	9.70421411481244e-99	0.255507900034472	0.262	0.126	2.48641374049724e-94	T cells	ELOVL5
ZBTB1	3.31202962519401e-95	0.260168840981693	0.271	0.136	8.48608230567209e-91	T cells	ZBTB1
PRDM2	3.84693190165349e-88	0.333812643663635	0.329	0.196	9.85660891841658e-84	T cells	PRDM2
MTRNR2L123	5.35717973151929e-87	0.343070063917992	0.833	0.734	1.37261659080987e-82	T cells	MTRNR2L12
CCND2	2.42209629935549e-85	0.29055399739473	0.347	0.207	6.20589513820864e-81	T cells	CCND2
CYTOR2	3.32544322893639e-83	0.292648306483052	0.357	0.206	8.52045064118081e-79	T cells	CYTOR
ZFP36L21	7.52066521365546e-82	0.425858646156827	0.757	0.701	1.9269448410428e-77	T cells	ZFP36L2
IDS	9.60637274406458e-82	0.263488490270259	0.29	0.161	2.46134482448423e-77	T cells	IDS
HECA1	3.04944031924379e-81	0.250040909481558	0.276	0.149	7.81327598596643e-77	T cells	HECA
IFITM23	4.26950968643712e-81	0.31025736160784	0.512	0.35	1.09393377185892e-76	T cells	IFITM2
AKAP132	4.88531080934989e-81	0.303914279641334	0.45	0.303	1.25171433557163e-76	T cells	AKAP13
JAK11	1.22988890773331e-79	0.366944114655109	0.478	0.363	3.15122135939428e-75	T cells	JAK1
ARID4B1	3.71830509857051e-79	0.337724574989209	0.44	0.311	9.52704132355737e-75	T cells	ARID4B
SOD1	9.7580780337609e-76	0.453549712542532	0.647	0.651	2.50021475381022e-71	T cells	SOD1
RHOG1	1.3372125265093e-74	0.253251664134138	0.299	0.173	3.42620593542214e-70	T cells	RHOG
RBM39	6.96767464902482e-74	0.30593526291747	0.69	0.7	1.78525759857314e-69	T cells	RBM39
MBNL11	9.37445662268334e-74	0.380375364406808	0.557	0.505	2.40192327586392e-69	T cells	MBNL1
CYLD	2.60258431971014e-72	0.269201577706356	0.333	0.204	6.66834154396133e-68	T cells	CYLD
TANK1	2.33199532301357e-71	0.317330993799161	0.349	0.226	5.97503841662537e-67	T cells	TANK
RNASET21	9.9195433593236e-71	0.259113737435055	0.279	0.162	2.54158539952589e-66	T cells	RNASET2
RAP1B1	4.04272490473071e-66	0.285193296911043	0.47	0.359	1.0358269750901e-61	T cells	RAP1B
DDX241	2.46229616641065e-64	0.335044192045886	0.532	0.485	6.30889523757736e-60	T cells	DDX24
MAF	2.35436654371106e-60	0.418986793391284	0.434	0.337	6.03235795829649e-56	T cells	MAF
KMT2E1	5.50612885961412e-58	0.26616617333387	0.47	0.368	1.41078033641033e-53	T cells	KMT2E
YPEL5	3.97561085291799e-57	0.283457755357261	0.366	0.263	1.01863101273465e-52	T cells	YPEL5
USP15	7.00571532160802e-57	0.262115991086014	0.309	0.205	1.79500437970241e-52	T cells	USP15
CACYBP1	1.45809352666757e-54	0.344532362643247	0.437	0.35	3.73592723402766e-50	T cells	CACYBP
KMT2A	2.48745617794742e-54	0.265146138854781	0.369	0.265	6.37336021913689e-50	T cells	KMT2A
HMGB2	4.31461542900776e-54	0.252504284618628	0.343	0.227	1.10549076522037e-49	T cells	HMGB2
PIK3R11	2.9230546727221e-53	0.305479653041092	0.302	0.198	7.48945068244857e-49	T cells	PIK3R1
TPM32	1.02770602146523e-52	0.276193296829936	0.652	0.661	2.63318836819822e-48	T cells	TPM3
PFN11	6.54203552450224e-52	0.292046633394684	0.938	0.915	1.67620034208797e-47	T cells	PFN1
EIF4A21	1.8492923018375e-51	0.287794714545606	0.563	0.545	4.73825673576805e-47	T cells	EIF4A2
SLC2A33	2.96859031771933e-51	0.263512157877864	0.455	0.324	7.60612211206048e-47	T cells	SLC2A3
GLRX1	4.58526844612585e-51	0.286180341736755	0.259	0.159	1.17483748126637e-46	T cells	GLRX
ARF61	7.19982338644453e-51	0.281926703304463	0.434	0.356	1.84473874807482e-46	T cells	ARF6
RSRP13	2.74025509249772e-50	0.259340783587761	0.475	0.383	7.02108159799766e-46	T cells	RSRP1
CHD4	5.92511532468935e-49	0.268555182036705	0.375	0.284	1.51813304849191e-44	T cells	CHD4
PRPF38B	5.96002706547958e-48	0.288115885434534	0.363	0.278	1.52707813471718e-43	T cells	PRPF38B
ANXA11	6.90543359568578e-45	0.368432875797067	0.807	0.758	1.76931019588661e-40	T cells	ANXA1
YWHAB	1.77110303305292e-40	0.27298993801653	0.698	0.746	4.53792019128819e-36	T cells	YWHAB
MRPS61	6.95427852620279e-39	0.271471755670811	0.336	0.254	1.78182524398368e-34	T cells	MRPS6
UBE2S1	1.0978414532659e-38	0.271363172034421	0.343	0.255	2.8128893715579e-34	T cells	UBE2S
MSN2	3.72000953440689e-35	0.25589469636232	0.422	0.357	9.53140842905733e-31	T cells	MSN
RSRC2	1.76397375451326e-34	0.25613596007566	0.423	0.372	4.51965355381388e-30	T cells	RSRC2
NR3C1	2.44092469525334e-31	0.279200516151606	0.326	0.261	6.25413725417811e-27	T cells	NR3C1
RBPJ1	1.67403779247961e-24	0.262382056426917	0.309	0.252	4.28921963189125e-20	T cells	RBPJ
CLEC2B1	1.32341560189994e-14	0.292705345290179	0.614	0.661	3.39085545518802e-10	T cells	CLEC2B
UGP2	7.8715671911304e-12	0.265843910888114	0.286	0.261	2.01685294571143e-07	T cells	UGP2
PMAIP11	1.40031199435206e-09	0.265507570015677	0.319	0.303	3.58787939192886e-05	T cells	PMAIP1
HPGD	0	2.47322271896685	0.886	0.036	0	Mast cells	HPGD
TPSB2	0	2.14056286165861	0.799	0.007	0	Mast cells	TPSB2
CTSG	0	1.70502603669251	0.694	0.006	0	Mast cells	CTSG
TPSAB1	0	1.69870636471755	0.72	0.006	0	Mast cells	TPSAB1
FTH12	0	1.51340949821764	1	0.871	0	Mast cells	FTH1
CPA3	0	1.49727970056905	0.684	0.003	0	Mast cells	CPA3
HPGDS	0	1.41154791180079	0.655	0.004	0	Mast cells	HPGDS
ANXA12	0	1.40947156988293	0.997	0.754	0	Mast cells	ANXA1
LGALS31	0	1.25066539589197	0.996	0.861	0	Mast cells	LGALS3
SELENOK2	0	1.10154804376509	0.8	0.506	0	Mast cells	SELENOK
UBB2	0	1.09812768185995	0.998	0.901	0	Mast cells	UBB
KIT	0	0.912913316291215	0.443	0.013	0	Mast cells	KIT
CDC42EP32	0	0.91195925741745	0.525	0.154	0	Mast cells	CDC42EP3
GATA21	0	0.846287717589851	0.411	0.046	0	Mast cells	GATA2
HSP90AB14	0	0.840767835468769	1	0.989	0	Mast cells	HSP90AB1
MALAT13	0	0.838509117849522	1	0.998	0	Mast cells	MALAT1
FTL2	0	0.799358078625488	1	0.901	0	Mast cells	FTL
S100A44	0	0.75915535641643	0.991	0.58	0	Mast cells	S100A4
SH3BGRL32	0	0.748714225481131	0.995	0.825	0	Mast cells	SH3BGRL3
HSP90AA13	0	0.737151915712765	1	0.985	0	Mast cells	HSP90AA1
HSPH12	0	0.70512188977171	0.95	0.595	0	Mast cells	HSPH1
MS4A2	0	0.66634941388226	0.356	0.002	0	Mast cells	MS4A2
S100A61	0	0.664018734310605	1	0.928	0	Mast cells	S100A6
IL1RL1	0	0.662579795141214	0.341	0.013	0	Mast cells	IL1RL1
ARHGAP18	0	0.64460019048277	0.361	0.102	0	Mast cells	ARHGAP18
RPL36AL1	0	0.635159333288224	0.996	0.918	0	Mast cells	RPL36AL
FCER1G1	0	0.589007970288823	0.41	0.097	0	Mast cells	FCER1G
GCSAML	0	0.54153930134112	0.296	0.001	0	Mast cells	GCSAML
SRGN2	0	0.503270008938511	0.768	0.293	0	Mast cells	SRGN
LTC4S	0	0.499355030850162	0.266	0.045	0	Mast cells	LTC4S
HDC	0	0.492161152316955	0.255	0.001	0	Mast cells	HDC
RAC21	0	0.45610514240224	0.261	0.049	0	Mast cells	RAC2
FAU1	0	0.414203373732014	1	0.999	0	Mast cells	FAU
LAPTM52	2.9358271216989e-305	0.527696569335756	0.383	0.123	7.52217625121692e-301	Mast cells	LAPTM5
GLUL	8.37604168570695e-304	0.847142252158254	0.787	0.532	2.14610940071183e-299	Mast cells	GLUL
SQSTM12	4.12921577880415e-279	0.571704190952279	0.9	0.597	1.0579876668452e-274	Mast cells	SQSTM1
PTMA1	2.36771290186162e-275	0.354487765078481	1	1	6.06655399714985e-271	Mast cells	PTMA
JUND3	3.54065065699924e-275	0.606739886390533	0.998	0.906	9.07185511336345e-271	Mast cells	JUND
H3F3B1	4.84116292544529e-262	0.588512781507809	1	0.997	1.24040276475759e-257	Mast cells	H3F3B
CLIC11	7.86703028728849e-253	0.584934648447494	0.99	0.833	2.01569050020906e-248	Mast cells	CLIC1
HSPD12	2.37216455248548e-250	0.573393208694334	0.985	0.724	6.07796001637831e-246	Mast cells	HSPD1
SAMSN12	8.74493350223059e-248	0.409826039775014	0.295	0.086	2.24062686194152e-243	Mast cells	SAMSN1
HSPE11	1.3939509632097e-244	0.710037907292583	0.984	0.787	3.5715811579359e-240	Mast cells	HSPE1
MT-ND22	2.85908381369787e-244	0.557169203816055	0.993	0.986	7.32554454745668e-240	Mast cells	MT-ND2
PRDX1	1.12520618707701e-231	0.582666594839286	0.995	0.894	2.88300329252872e-227	Mast cells	PRDX1
VIM4	5.07576170454046e-227	0.512877803033648	1	0.692	1.30051166393736e-222	Mast cells	VIM
DNAJA14	1.01063214915166e-226	0.572885795604389	0.973	0.682	2.58944169255639e-222	Mast cells	DNAJA1
PAG1	8.05131488372137e-220	0.523413682303438	0.286	0.097	2.06290789950709e-215	Mast cells	PAG1
PLIN22	9.32241277754319e-219	0.780631074167683	0.512	0.285	2.38858860186212e-214	Mast cells	PLIN2
RGS21	7.80562521183099e-194	0.618518439081752	0.371	0.162	1.99995729177534e-189	Mast cells	RGS2
HSPA84	1.15710554513181e-179	0.511207434965674	0.993	0.83	2.96473582773672e-175	Mast cells	HSPA8
TYROBP1	1.23313364913829e-163	0.27502383813006	0.322	0.119	3.15953503582212e-159	Mast cells	TYROBP
DNAJB14	5.25488223877395e-163	0.594597743008365	0.961	0.692	1.34640592721866e-158	Mast cells	DNAJB1
SGK11	1.00667205111698e-157	0.776475563831998	0.51	0.341	2.57929512937194e-153	Mast cells	SGK1
ATP6V0C1	4.36048007754212e-149	0.423355463279661	0.852	0.638	1.11724220546784e-144	Mast cells	ATP6V0C
CD442	6.23323512953745e-132	0.353961147914534	0.984	0.806	1.59707950489008e-127	Mast cells	CD44
CREM3	3.23732335792627e-125	0.493768035746082	0.412	0.227	8.29466990767869e-121	Mast cells	CREM
ACSL41	4.3896489620821e-121	0.455291117619969	0.262	0.119	1.12471585706468e-116	Mast cells	ACSL4
RNASEK	6.90947058215625e-120	0.369210190632615	0.961	0.784	1.77034455256007e-115	Mast cells	RNASEK
EMP32	1.5504927451336e-119	0.434685877035975	0.47	0.283	3.9726725115813e-115	Mast cells	EMP3
HSPA51	2.38945345656605e-108	0.277884987953197	0.88	0.642	6.12225764641352e-104	Mast cells	HSPA5
RBM8A	2.66737861647598e-103	0.379928519435702	0.805	0.65	6.83435749113475e-99	Mast cells	RBM8A
SEC61B	9.85759732612644e-102	0.35353553457477	0.954	0.755	2.52571358690012e-97	Mast cells	SEC61B
ARL4C2	5.28791972617836e-100	0.423794024612174	0.411	0.25	1.35487079224142e-95	Mast cells	ARL4C
HSP90B11	1.60886609329918e-86	0.36107745112573	0.956	0.754	4.12223670425115e-82	Mast cells	HSP90B1
GPX4	2.06549577570137e-85	0.291885967802464	0.961	0.754	5.29221327650206e-81	Mast cells	GPX4
SDCBP2	5.78184593087995e-76	0.43993001546849	0.557	0.467	1.48142456441006e-71	Mast cells	SDCBP
MYL12A1	9.2546490683688e-76	0.300477164032623	0.966	0.798	2.37122618429745e-71	Mast cells	MYL12A
RPS261	2.93133998841414e-69	0.273586176445485	0.999	0.944	7.51067931831471e-65	Mast cells	RPS26
SERF2	4.92314446872361e-68	0.268518983288693	1	0.977	1.26140807577636e-63	Mast cells	SERF2
EZR2	1.659826280279e-67	0.334937825868899	0.635	0.509	4.25280689533087e-63	Mast cells	EZR
DNAJB61	1.98000265154114e-66	0.304518302551269	0.709	0.582	5.07316279377872e-62	Mast cells	DNAJB6
SEC621	2.69268142855512e-60	0.556252725890572	0.495	0.478	6.89918835624392e-56	Mast cells	SEC62
PRDX6	9.02751924590307e-60	0.316994047307414	0.738	0.618	2.31303098118529e-55	Mast cells	PRDX6
ARPC31	5.95226342689818e-58	0.270658788540207	0.923	0.739	1.52508893523985e-53	Mast cells	ARPC3
SERP11	3.00476980031283e-57	0.374201204335607	0.613	0.553	7.69882118236153e-53	Mast cells	SERP1
RBM391	1.27247117026961e-55	0.254237923295523	0.862	0.696	3.2603256324648e-51	Mast cells	RBM39
LMNA	1.20897141275013e-54	0.342265340293924	0.99	0.919	3.0976265537484e-50	Mast cells	LMNA
OST4	2.61926464031651e-54	0.255387061407795	0.931	0.755	6.71107986141896e-50	Mast cells	OST4
ZEB23	8.55520514221661e-51	0.329267487349617	0.368	0.259	2.19201466153874e-46	Mast cells	ZEB2
SSR4	2.87689056163536e-49	0.260611107080911	0.919	0.741	7.37116899702211e-45	Mast cells	SSR4
CALM11	5.03648792852873e-47	0.275146389103021	0.995	0.946	1.29044893704763e-42	Mast cells	CALM1
RPS4Y1	5.08111504445736e-45	0.278343192482528	0.988	0.871	1.30188329669087e-40	Mast cells	RPS4Y1
LRRFIP11	1.65665869217772e-43	0.266917583925835	0.655	0.555	4.24469090109775e-39	Mast cells	LRRFIP1
SAP18	2.10349312490816e-42	0.27570678646432	0.878	0.727	5.38957008463969e-38	Mast cells	SAP18
ZBTB38	2.2077765132594e-42	0.476003682839968	0.268	0.189	5.65676498227324e-38	Mast cells	ZBTB38
PALM2-AKAP22	8.26128236045396e-36	0.279922801244968	0.324	0.236	2.11670576639551e-31	Mast cells	PALM2-AKAP2
PHLDA21	1.44942502985113e-26	0.396323290542612	0.312	0.259	3.71371681148456e-22	Mast cells	PHLDA2
ELF12	1.72673058857136e-24	0.377817063394398	0.345	0.317	4.42422911403753e-20	Mast cells	ELF1
SLC2A34	3.1617133357781e-23	0.326841402780074	0.384	0.326	8.10094190893066e-19	Mast cells	SLC2A3
FAM107B2	1.32560592408689e-21	0.259996487257152	0.272	0.21	3.39646749869542e-17	Mast cells	FAM107B
SERPINB11	6.89095568595225e-20	0.284569236903503	0.346	0.311	1.76560066585468e-15	Mast cells	SERPINB1
TUBA1A2	1.0867119616465e-06	0.291800114316811	0.33	0.334	0.0278437338813067	Mast cells	TUBA1A
FXR1	3.45954412965167e-05	0.251194528066334	0.28	0.298	0.88640439689935	Mast cells	FXR1
LMO42	3.5466236384261e-05	0.273967987883412	0.274	0.283	0.908715908637535	Mast cells	LMO4
DCT	0	3.81337374055349	0.975	0.017	0	Melanocytes	DCT
PMEL	0	3.62001888517686	0.98	0.021	0	Melanocytes	PMEL
TYRP1	0	3.52705394189228	0.962	0.019	0	Melanocytes	TYRP1
MLANA	0	2.99473422831281	0.968	0.013	0	Melanocytes	MLANA
QPCT	0	2.33401673755443	0.94	0.06	0	Melanocytes	QPCT
CAPN3	0	1.84516547784699	0.906	0.013	0	Melanocytes	CAPN3
MITF	0	1.70941015267383	0.851	0.057	0	Melanocytes	MITF
APOE1	0	1.7074436953788	0.967	0.456	0	Melanocytes	APOE
IGFBP73	0	1.66035288166772	0.982	0.504	0	Melanocytes	IGFBP7
TYR	0	1.53541664091581	0.851	0.002	0	Melanocytes	TYR
GMPR	0	1.53356874569162	0.861	0.019	0	Melanocytes	GMPR
CD631	0	1.52145953823998	0.996	0.763	0	Melanocytes	CD63
CD592	0	1.4980785190181	0.968	0.503	0	Melanocytes	CD59
CCN3	0	1.48158279283402	0.782	0.025	0	Melanocytes	CCN3
SNCA	0	1.44659780100741	0.872	0.037	0	Melanocytes	SNCA
PLP1	0	1.39389135854689	0.837	0.018	0	Melanocytes	PLP1
EMP33	0	1.35999785955936	0.926	0.28	0	Melanocytes	EMP3
PCSK2	0	1.3471773770264	0.811	0.006	0	Melanocytes	PCSK2
CYB561A3	0	1.33957290840765	0.847	0.085	0	Melanocytes	CYB561A3
NSG11	0	1.33001437213991	0.902	0.234	0	Melanocytes	NSG1
MFSD12	0	1.31574977427401	0.822	0.066	0	Melanocytes	MFSD12
EDNRB2	0	1.29094984589687	0.853	0.078	0	Melanocytes	EDNRB
MARCKSL11	0	1.289681401846	0.853	0.15	0	Melanocytes	MARCKSL1
TRPM1	0	1.28510131954138	0.786	0.003	0	Melanocytes	TRPM1
GPNMB1	0	1.25739475285206	0.959	0.523	0	Melanocytes	GPNMB
C4orf48	0	1.24966373141694	0.834	0.074	0	Melanocytes	C4orf48
SLC24A5	0	1.23219220369873	0.773	0.001	0	Melanocytes	SLC24A5
IFI61	0	1.22327859890584	0.897	0.458	0	Melanocytes	IFI6
GPR155	0	1.18603073329588	0.78	0.071	0	Melanocytes	GPR155
GPM6B1	0	1.17533714177525	0.834	0.068	0	Melanocytes	GPM6B
KIT1	0	1.16794291315031	0.801	0.015	0	Melanocytes	KIT
RAB32	0	1.13494274415532	0.826	0.124	0	Melanocytes	RAB32
TFAP2B	0	1.12172724579945	0.731	0.022	0	Melanocytes	TFAP2B
LGALS3BP1	0	1.11183921381262	0.871	0.243	0	Melanocytes	LGALS3BP
SYNGR1	0	1.0852821365143	0.82	0.146	0	Melanocytes	SYNGR1
OSTM1	0	1.06940704542653	0.761	0.059	0	Melanocytes	OSTM1
ASAH1	0	1.0494433936829	0.833	0.224	0	Melanocytes	ASAH1
CD991	0	1.04075253868635	0.956	0.615	0	Melanocytes	CD99
S100A1	0	1.03177701913351	0.491	0.004	0	Melanocytes	S100A1
MYO5A	0	1.01690538844165	0.761	0.094	0	Melanocytes	MYO5A
GPR143	0	1.0155111256544	0.746	0.013	0	Melanocytes	GPR143
MIA	0	1.00246053759234	0.604	0.003	0	Melanocytes	MIA
CDC42EP33	0	0.98962004190477	0.822	0.155	0	Melanocytes	CDC42EP3
BACE2	0	0.986891060984686	0.759	0.085	0	Melanocytes	BACE2
GSTP11	0	0.97346252961349	0.999	0.902	0	Melanocytes	GSTP1
TFAP2A1	0	0.944432987476873	0.813	0.202	0	Melanocytes	TFAP2A
SDCBP3	0	0.944341607872211	0.901	0.464	0	Melanocytes	SDCBP
ADGRG1	0	0.942239160938875	0.759	0.096	0	Melanocytes	ADGRG1
PLXNC1	0	0.92173624897032	0.723	0.029	0	Melanocytes	PLXNC1
MLEC	0	0.920590749327172	0.765	0.174	0	Melanocytes	MLEC
SELENOW	0	0.914321985242867	0.979	0.731	0	Melanocytes	SELENOW
GYPC	0	0.913655590978817	0.785	0.129	0	Melanocytes	GYPC
FRZB	0	0.907949543786635	0.585	0.023	0	Melanocytes	FRZB
